Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
643;21100922988;"Antitrust Bulletin";journal;"19307969, 0003603X";0,398;Q3;24;5;101;80;113;96;0,97;16,00;0,00;0;0;United States;Northern America;"SAGE Publications Inc.";"1996-2024";"Law (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
644;21100886347;"Risks";journal;"22279091";0,397;Q2;38;204;684;10361;1856;673;2,46;50,79;29,63;0;79;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2013-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Accounting (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
645;21101178759;"Journal of Participation and Employee Ownership";journal;"2514765X, 25147641";0,393;Q2;8;15;35;473;59;30;1,29;31,53;15,79;0;9;United Kingdom;Western Europe;"Emerald Publishing";"2018-2024";"Business, Management and Accounting (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance"
646;100147347;"Transnational Corporations";journal;"10149562";0,393;Q2;30;0;30;0;66;30;1,63;0,00;0,00;0;0;Switzerland;Western Europe;"UNCTAD United Nations Conference on Trade and Development";"2005-2012, 2015-2022";"Business, Management and Accounting (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
647;19300156920;"International Journal of Sport Finance";journal;"15586235, 1930076X";0,391;Q3;32;8;48;350;55;45;0,81;43,75;4,76;0;0;United States;Northern America;"Fitness Information Technology";"2008-2024";"Business and International Management (Q3); Finance (Q3); Marketing (Q3); Sports Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
648;19600157368;"Revista de Historia Economica - Journal of Iberian and Latin American Economic History";journal;"20413335, 02126109";0,391;Q3;25;14;55;869;48;52;0,70;62,07;28,57;0;5;United Kingdom;Western Europe;"Cambridge University Press";"1983-2025";"History (Q1); Economics and Econometrics (Q3)";"Arts and Humanities; Economics, Econometrics and Finance"
649;21100874350;"Baltic Region";journal;"23100524, 20798555";0,390;Q2;11;34;107;1160;119;106;1,08;34,12;48,48;0;15;Russian Federation;Eastern Europe;"Immanuel Kant Baltic Federal University";"2018-2024";"Cultural Studies (Q1); History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Geography, Planning and Development (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
650;21100881655;"ICSID Review";journal;"02583690, 20491999";0,390;Q3;28;10;102;897;88;86;0,89;89,70;28,57;0;2;United Kingdom;Western Europe;"Oxford University Press";"1996-2024";"Law (Q2); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
651;21100885607;"Journal of World Investment and Trade";journal;"16607112, 22119000";0,389;Q2;25;19;89;3124;110;82;1,37;164,42;40,74;0;11;Netherlands;Western Europe;"Brill Academic Publishers";"2000-2001, 2003-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q2); Political Science and International Relations (Q2); Business and International Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
652;21101142417;"Journal of Social and Economic Development";journal;"21996873, 09725792";0,388;Q2;14;135;135;6969;256;131;1,70;51,62;31,75;0;115;Germany;Western Europe;"Springer";"2017-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Education (Q2); Social Sciences (miscellaneous) (Q2)";"Economics, Econometrics and Finance; Social Sciences"
653;21100814050;"Millennial Asia";journal;"23217081, 09763996";0,388;Q2;14;65;100;3940;164;99;1,58;60,62;31,25;1;51;United Kingdom;Western Europe;"SAGE Publications Inc.";"2014-2025";"Cultural Studies (Q1); Development (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Economics, Econometrics and Finance; Social Sciences"
654;21100886532;"Economic and Political Studies";journal;"24704024, 20954816";0,388;Q3;18;32;81;1350;154;73;1,93;42,19;27,85;1;20;United Kingdom;Western Europe;"Routledge";"2013-2025";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
655;22691;"International Economic Journal";journal;"1743517X, 10168737";0,387;Q2;33;32;84;1490;122;84;1,30;46,56;27,78;0;22;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
656;8300153214;"B.E. Journal of Economic Analysis and Policy";journal;"19351682";0,384;Q2;59;52;128;2186;136;128;0,79;42,04;25,42;1;23;Germany;Western Europe;"Walter de Gruyter GmbH";"2001, 2005-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
657;21100258622;"Journal of Economic Integration";journal;"19765525, 1225651X";0,384;Q2;19;39;78;1784;157;77;1,49;45,74;25,97;0;29;South Korea;Asiatic Region;"Sejong University";"2013-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
658;18769;"Applied Economics Letters";journal;"13504851, 14664291";0,384;Q3;67;947;1235;13344;2170;1235;1,64;14,09;32,67;23;476;United Kingdom;Western Europe;"Routledge";"1994-2025";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
659;21100836179;"Asia and the Pacific Policy Studies";journal;"20502680";0,383;Q2;33;19;54;1065;77;51;1,07;56,05;36,67;1;15;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Public Administration (Q2); Sociology and Political Science (Q2); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
660;5700162947;"Global Economic Review";journal;"1226508X";0,382;Q2;27;19;54;688;101;54;1,86;36,21;30,56;0;11;United Kingdom;Western Europe;"Routledge";"1996-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Business and International Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
661;21101163289;"Latin American Journal of Central Banking";journal;"26661438";0,382;Q3;8;47;74;1833;131;74;1,38;39,00;19,23;6;33;Netherlands;Western Europe;"Elsevier B.V.";"2021-2025";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
662;24982;"Singapore Economic Review";journal;"17936837, 02175908";0,382;Q3;32;187;425;10028;774;419;1,81;53,63;32,81;0;139;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1983-2025";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
663;18299;"American Journal of Economics and Sociology";journal;"00029246, 15367150";0,381;Q3;50;52;143;2216;208;129;1,18;42,62;34,38;0;34;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1941-1966, 1968-1976, 1978-2025";"Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
664;8300153115;"Advances in Environmental Accounting and Management";book series;"14793598";0,380;Q2;16;7;7;623;33;7;4,71;89,00;0,00;0;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000, 2003, 2006, 2014, 2017-2020, 2022, 2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Accounting (Q3); Management, Monitoring, Policy and Law (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science"
665;14000154941;"Basic Income Studies";journal;"19320183, 21946094";0,380;Q3;16;15;30;676;48;29;1,33;45,07;42,86;0;7;Germany;Western Europe;"Walter de Gruyter GmbH";"2006, 2009-2011, 2013-2025";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
666;13924;"Studies in Political Economy";journal;"07078552, 19187033";0,380;Q3;24;16;55;854;54;53;0,91;53,38;47,37;0;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2024";"Political Science and International Relations (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
667;21100945715;"Journal of International Logistics and Trade";journal;"25087592, 17382122";0,379;Q3;9;9;39;474;100;38;2,78;52,67;17,65;0;9;South Korea;Asiatic Region;"Jungseok Research Institute of International Logistics and Trade";"2018-2024";"Management Information Systems (Q2); Economics and Econometrics (Q3); Management Science and Operations Research (Q3); Marketing (Q3); Transportation (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
668;144667;"Property Management";journal;"02637472";0,379;Q3;35;51;119;3475;250;119;2,05;68,14;33,66;0;29;United Kingdom;Western Europe;"Emerald Publishing";"1983-2025";"Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
669;21101215063;"Asia and the Global Economy";journal;"26671115";0,378;Q2;7;22;54;831;100;54;2,19;37,77;27,50;0;18;Netherlands;Western Europe;"Elsevier B.V.";"2021-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2)";"Economics, Econometrics and Finance; Social Sciences"
670;19900192318;"Gadjah Mada International Journal of Business";journal;"14111128, 23387238";0,378;Q3;17;15;45;1076;123;45;2,20;71,73;30,30;0;4;Indonesia;Asiatic Region;"Gadjah Mada University";"2010-2025";"Business and International Management (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
671;25564;"German Economic Review";journal;"14680475, 14656485";0,378;Q3;41;15;51;691;64;51;1,56;46,07;14,29;2;8;United Kingdom;Western Europe;"Walter de Gruyter GmbH";"2001-2025";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
672;21100933830;"Estudios Fronterizos";journal;"23959134";0,377;Q3;8;22;75;1381;78;73;0,69;62,77;52,27;1;11;Mexico;Latin America;"Universidad Autonoma de Baja California";"2019-2025";"Anthropology (Q1); History (Q1); Demography (Q2); Geography, Planning and Development (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
673;20750;"European Journal of Law and Economics";journal;"09291261, 15729990";0,377;Q3;38;42;111;2838;169;106;1,57;67,57;38,95;3;20;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Law (Q2); Business and International Management (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
674;14000156246;"Baltic Journal of Economics";journal;"1406099X, 23344385";0,376;Q2;16;11;25;608;35;25;1,00;55,27;54,84;0;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2)";"Economics, Econometrics and Finance; Social Sciences"
675;6100152805;"International Journal of Green Economics";journal;"17449936, 17449928";0,376;Q2;21;20;62;1274;157;62;2,50;63,70;38,64;0;20;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
676;24010;"Constitutional Political Economy";journal;"15729966, 10434062";0,376;Q3;34;51;74;1896;93;72;1,29;37,18;16,46;1;21;United States;Northern America;"Springer New York";"1990-2025";"Philosophy (Q1); Law (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
677;19700188202;"International Journal of Digital Accounting Research";journal;"15778517";0,376;Q3;20;5;21;166;72;21;2,54;33,20;36,36;0;2;United States;Northern America;"Rutgers University";"2010-2024";"Information Systems and Management (Q2); Accounting (Q3); Finance (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
678;5700168589;"Public Budgeting and Finance";journal;"02751100";0,376;Q3;40;31;56;1515;82;55;1,29;48,87;28,33;2;11;United States;Northern America;"Wiley-Blackwell";"1981-2025";"Public Administration (Q2); Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
679;21100888787;"Annals of Economics and Statistics";journal;"21154430, 19683863";0,375;Q3;7;22;57;1155;38;54;0,64;52,50;36,21;0;9;France;Western Europe;"Groupe des ecoles nationales d'economie et statistique";"2018-2024";"Social Sciences (miscellaneous) (Q2); Economics and Econometrics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
680;21101036623;"OPEC Energy Review";journal;"17530229, 17530237";0,375;Q3;15;25;66;1406;155;66;2,32;56,24;24,19;0;17;United States;Northern America;"John Wiley &amp; Sons Inc.";"2019-2025";"Economics and Econometrics (Q3); Energy (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Energy"
681;24884;"Scottish Journal of Political Economy";journal;"14679485, 00369292";0,374;Q3;55;41;77;1930;120;76;1,60;47,07;25,84;4;22;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1954-2025";"Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
682;21101238109;"Entrepreneurship Education";journal;"25208152, 25208144";0,372;Q2;4;24;18;1130;59;18;3,28;47,08;48,00;0;15;Singapore;Asiatic Region;"Springer";"2023-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3); Education (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
683;20097;"Bulletin of Economic Research";journal;"03073378, 14678586";0,372;Q3;37;66;163;3082;239;163;1,57;46,70;22,73;0;31;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1948-2025";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
684;21100828958;"Capital Markets Law Journal";journal;"17507227, 17507219";0,372;Q3;12;24;80;2719;70;70;0,82;113,29;29,27;1;3;United Kingdom;Western Europe;"Oxford University Press";"2006, 2014-2025";"Law (Q2); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
685;28952;"Journal of Economic Issues";journal;"00213624";0,371;Q3;58;84;258;4040;279;252;1,04;48,10;29,81;0;44;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1982, 1985, 1988, 1990-1992, 1996-2024";"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
686;21101019741;"Studies in Agricultural Economics";journal;"14182106, 20630476";0,370;Q3;20;19;47;713;83;47;1,26;37,53;36,92;0;16;Hungary;Eastern Europe;"";"2011-2024";"Cultural Studies (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Development (Q2); Geography, Planning and Development (Q2); Economics and Econometrics (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
687;145412;"Decisions in Economics and Finance";journal;"15938883, 11296569";0,369;Q2;18;89;113;3219;181;108;0,84;36,17;34,43;1;9;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"1997, 2000-2002, 2005-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Finance (Q3)";"Economics, Econometrics and Finance"
688;21100786327;"Economics of Energy and Environmental Policy";journal;"21605890, 21605882";0,369;Q3;32;19;53;672;68;50;0,69;35,37;30,00;3;17;United States;Northern America;"International Association for Energy Economics";"2012-2024";"Economics and Econometrics (Q3); Energy (miscellaneous) (Q3); Management, Monitoring, Policy and Law (Q3)";"Economics, Econometrics and Finance; Energy; Environmental Science"
689;19900191475;"Journal of Globalization and Development";journal;"19481837, 21946353";0,368;Q2;10;10;36;319;45;35;1,30;31,90;18,52;0;10;Germany;Western Europe;"Walter de Gruyter GmbH";"2016-2024";"Development (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Geography, Planning and Development (Q2)";"Economics, Econometrics and Finance; Social Sciences"
690;29441;"Review of Economic Design";journal;"14344750, 14344742";0,365;Q2;27;43;87;1322;42;86;0,51;30,74;17,95;0;10;Germany;Western Europe;"Springer Verlag";"1996-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
691;21100368201;"Wine Economics and Policy";journal;"22133968, 22129774";0,365;Q2;37;18;49;1018;97;49;1,90;56,56;44,00;0;9;Italy;Western Europe;"UniCeSV - Universita degli Studi di Firenze";"2012-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Horticulture (Q2); Food Science (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance"
692;26842;"Journal of World Trade";journal;"22102795, 10116702";0,365;Q3;38;41;127;813;150;126;1,13;19,83;32,08;3;35;Netherlands;Western Europe;"Kluwer Law International";"1996-2025";"Law (Q2); Political Science and International Relations (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
693;21100397309;"Journal of Chinese Economic and Foreign Trade Studies";journal;"17544416, 17544408";0,363;Q2;20;12;52;591;135;49;2,03;49,25;32,14;0;7;United Kingdom;Western Europe;"Emerald Publishing";"2010-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
694;21100845633;"Journal of Southeast Asian Economies";journal;"23395095, 23395206";0,363;Q3;13;16;55;694;87;54;1,11;43,38;20,00;0;13;Singapore;Asiatic Region;"ISEAS - Yusof Ishak Institute";"2017-2024";"Political Science and International Relations (Q2); Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
695;21100932832;"World Journal of Entrepreneurship, Management and Sustainable Development";journal;"20425961, 2042597X";0,362;Q2;18;11;97;467;228;95;1,06;42,45;37,04;0;7;United Kingdom;Western Europe;"World Association for Sustainable Development";"2013, 2017-2025";"Cultural Studies (Q1); Demography (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2); Business and International Management (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
696;21100913561;"Swiss Journal of Economics and Statistics";journal;"22356282";0,362;Q3;19;14;47;765;76;46;1,78;54,64;33,33;2;9;Switzerland;Western Europe;"Springer Nature";"2007-2025";"Economics and Econometrics (Q3); Statistics and Probability (Q3)";"Economics, Econometrics and Finance; Mathematics"
697;21100790525;"European Competition Journal";journal;"17441056, 17578396";0,360;Q2;16;35;71;0;86;70;1,07;0,00;37,50;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005, 2012, 2014-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q2)";"Economics, Econometrics and Finance; Social Sciences"
698;4700152506;"NETNOMICS: Economic Research and Electronic Networking";journal;"15737071, 13859587";0,360;Q3;20;0;3;0;7;3;0,00;0,00;0,00;0;0;United States;Northern America;"Springer";"2005, 2007-2021";"Computer Networks and Communications (Q3); Economics and Econometrics (Q3); Information Systems (Q3)";"Computer Science; Economics, Econometrics and Finance"
699;12100155623;"Forum for Social Economics";journal;"18746381, 07360932";0,359;Q3;16;69;90;4069;201;83;1,32;58,97;50,43;1;54;United Kingdom;Western Europe;"Routledge";"1971, 1975-1998, 2004, 2011-2025";"Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
700;15662;"International Review of Law and Economics";journal;"01448188";0,359;Q3;49;35;129;1842;191;126;1,22;52,63;27,54;1;16;United States;Northern America;"Elsevier Inc.";"1981-2025";"Law (Q2); Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
701;72154;"Journal of Agricultural and Food Industrial Organization";journal;"15420485, 21945896";0,359;Q3;27;15;41;671;77;40;1,38;44,73;26,92;0;8;Germany;Western Europe;"Walter de Gruyter GmbH";"2003-2025";"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Food Science (Q3)";"Agricultural and Biological Sciences; Business, Management and Accounting; Economics, Econometrics and Finance"
702;145680;"Business Information Review";journal;"02663821";0,358;Q2;26;31;72;882;161;55;2,70;28,45;40,48;0;9;United Kingdom;Western Europe;"SAGE Publications Ltd";"1984-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
703;21100841770;"Global Journal of Emerging Market Economies";journal;"09749101, 09752730";0,358;Q2;16;29;61;1745;157;58;2,93;60,17;21,43;3;24;United Kingdom;Western Europe;"SAGE Publications Inc.";"2009-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Geography, Planning and Development (Q2); Business and International Management (Q3); Development (Q3); Global and Planetary Change (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
704;21100907367;"Water Economics and Policy";journal;"2382624X, 23826258";0,355;Q3;17;34;91;1956;100;80;1,32;57,53;38,55;0;27;Singapore;Asiatic Region;"World Scientific";"2015-2025";"Business and International Management (Q3); Economics and Econometrics (Q3); Management, Monitoring, Policy and Law (Q3); Water Science and Technology (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science"
705;13499;"Asian Development Review";journal;"01161105, 19967241";0,354;Q3;29;31;59;1400;104;57;1,24;45,16;37,50;0;23;Singapore;Asiatic Region;"World Scientific";"1983-2000, 2002-2025";"Geography, Planning and Development (Q2); Development (Q3); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
706;15900154750;"South African Journal of Economic and Management Sciences";journal;"22223436, 10158812";0,353;Q2;28;49;85;2911;167;84;1,72;59,41;33,33;0;29;South Africa;Africa;"AOSIS (Pty) Ltd";"1998-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
707;21100775412;"Foresight and STI Governance";journal;"23129972, 25002597";0,352;Q2;27;29;89;1662;179;88;1,55;57,31;39,39;0;18;Russian Federation;Eastern Europe;"National Research University, Higher School of Econoimics";"2015-2024";"Decision Sciences (miscellaneous) (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); History and Philosophy of Science (Q2); Social Sciences (miscellaneous) (Q2); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Management of Technology and Innovation (Q3); Statistics, Probability and Uncertainty (Q3); Strategy and Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
708;21100376830;"African Journal of Economic and Management Studies";journal;"20400713, 20400705";0,351;Q2;31;67;116;4400;286;113;2,61;65,67;17,09;0;45;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
709;16159;"Review of Derivatives Research";journal;"13806645, 15737144";0,351;Q2;30;9;30;484;37;30;1,39;53,78;10,00;0;2;United States;Northern America;"Springer New York";"1996, 1998-2000, 2002-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Finance (Q3)";"Economics, Econometrics and Finance"
710;21101023625;"Chinese Journal of Urban and Environmental Studies";journal;"2345752X, 23457481";0,351;Q3;9;19;79;878;134;79;1,58;46,21;31,91;0;16;United States;Northern America;"World Scientific";"2019-2025";"Geography, Planning and Development (Q2); Urban Studies (Q2); Economics and Econometrics (Q3); Global and Planetary Change (Q3); Management, Monitoring, Policy and Law (Q3)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
711;19500157111;"New Medit";journal;"15945685";0,349;Q3;26;37;127;1744;174;124;1,22;47,14;37,86;0;26;Italy;Western Europe;"Bononia University Press";"2008-2024";"Agricultural and Biological Sciences (miscellaneous) (Q2); Agronomy and Crop Science (Q2); Geography, Planning and Development (Q2); Development (Q3); Economics and Econometrics (Q3)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
712;23736;"Research in Economics";journal;"10909451, 10909443";0,348;Q3;36;53;102;2121;120;102;1,52;40,02;21,43;1;36;United States;Northern America;"Academic Press";"1997-2025";"Economics and Econometrics (Q3)";"Economics, Econometrics and Finance"
713;5600153635;"Risk Management";journal;"17434637, 14603799";0,346;Q3;25;20;58;1079;126;58;2,22;53,95;17,54;0;10;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1999, 2006, 2009-2025";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
714;4000152130;"Economists' Voice";journal;"21946167, 15533832";0,345;Q2;18;30;64;812;64;59;1,11;27,07;29,79;1;23;Germany;Western Europe;"Walter de Gruyter GmbH";"2004, 2006-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
715;21100281302;"International Journal of Energy Economics and Policy";journal;"21464553";0,343;Q2;58;418;1119;21644;2475;1119;2,36;51,78;37,35;0;361;Turkey;Middle East;"Econjournals";"2011-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Energy (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Energy"
716;21100828132;"Aestimum";journal;"15926117, 17242118";0,342;Q2;15;10;30;532;71;30;2,60;53,20;40,91;0;3;Italy;Western Europe;"Firenze University Press";"2008-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Urban Studies (Q2); Ecology (Q3); Management, Monitoring, Policy and Law (Q3); Nature and Landscape Conservation (Q3)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
717;5800197592;"Economics";journal;"18646042";0,342;Q2;28;77;54;4251;76;53;1,28;55,21;36,41;0;52;Germany;Western Europe;"Walter de Gruyter GmbH";"2007-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
718;21101050920;"Business, Management and Economics Engineering";journal;"2669249X, 26692481";0,341;Q2;11;21;59;1302;152;59;2,81;62,00;41,27;0;12;Lithuania;Eastern Europe;"Vilnius Gediminas Technical University";"2021-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Development (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
719;11500153504;"International Review of Economics";journal;"18634613, 18651704";0,341;Q2;24;44;70;2256;102;69;1,51;51,27;30,23;2;27;Germany;Western Europe;"Springer Verlag";"2008-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2)";"Economics, Econometrics and Finance"
720;29554;"Journal of Bioeconomics";journal;"13876996, 15736989";0,341;Q3;31;0;35;0;41;25;1,19;0,00;0,00;0;0;United States;Northern America;"Springer";"1999-2023";"Geography, Planning and Development (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
721;20060;"Economics of Governance";journal;"14356104, 14358131";0,340;Q2;32;16;55;760;78;52;0,97;47,50;17,24;0;7;Germany;Western Europe;"Springer Verlag";"2003-2025";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
