Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
224;21100220156;Journal of Hospitality and Tourism Technology;journal;17579880, 17579899;1,476;Q1;59;63;150;3822;1295;146;8,58;60,67;40,48;0;17;United Kingdom;Western Europe;Emarald Group Publishing Ltd;2010-2025;"Computer Science Applications (Q1); Information Systems (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Computer Science"
225;21100465205;European Research on Management and Business Economics;journal;24448834;1,473;Q1;43;30;85;3083;852;85;8,88;102,77;48,08;0;16;Spain;Western Europe;European Academy of Management and Business Economics;2016-2025;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
226;145211;Asia Pacific Journal of Management;journal;2174561;1,470;Q1;100;138;188;13179;1185;187;5,54;95,50;39,19;0;35;United States;Northern America;Springer New York;1983-2025;"Business and International Management (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
227;12100155405;Innovation: Organization and Management;journal;14479338;1,467;Q1;45;43;72;3339;460;69;6,84;77,65;33,06;1;22;United Kingdom;Western Europe;Taylor and Francis Ltd.;2008-2025;Management of Technology and Innovation (Q1);Business, Management and Accounting
228;11400153310;International Journal of Logistics Research and Applications;journal;13675567, 1469848X;1,452;Q1;64;172;202;13742;2107;198;9,34;79,90;32,93;3;104;United Kingdom;Western Europe;Taylor and Francis Ltd.;2003-2025;"Business and International Management (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
229;15398;Journal of Career Assessment;journal;10690727, 15524590;1,452;Q1;82;73;119;4755;596;119;4,65;65,14;49,51;1;41;United States;Northern America;SAGE Publications Inc.;1993-2025;"Applied Psychology (Q1); Education (Q1); Organizational Behavior and Human Resource Management (Q1); Psychology (miscellaneous) (Q1)";"Business, Management and Accounting; Psychology; Social Sciences"
230;21100227406;Sustainability Accounting, Management and Policy Journal;journal;20408021, 2040803X;1,449;Q1;57;74;158;6772;1464;153;9,67;91,51;45,28;0;67;United Kingdom;Western Europe;Emarald Group Publishing Ltd;2010-2025;"Accounting (Q1); Business, Management and Accounting (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Business, Management and Accounting; Energy"
231;145229;International Journal of Bank Marketing;journal;2652323;1,439;Q1;113;95;209;9095;2140;203;10,04;95,74;32,37;0;54;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1983-2025;Marketing (Q1);Business, Management and Accounting
232;23865;Journal of Economic Behavior and Organization;journal;1672681;1,437;Q1;144;396;1273;22118;3910;1264;2,63;55,85;32,58;28;196;Netherlands;Western Europe;Elsevier B.V.;1980-2025;"Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
233;28708;National Tax Journal;journal;19447477, 00280283;1,437;Q1;70;26;104;890;164;93;1,33;34,23;42,86;4;17;United States;Northern America;University of Chicago Press;1985, 1989, 1995-2024;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
234;6000195381;Global Business and Organizational Excellence;journal;19322054, 19322062;1,432;Q1;32;46;102;4291;824;86;9,68;93,28;43,70;1;18;United States;Northern America;John Wiley and Sons Inc;2006-2025;"Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q1)";Business, Management and Accounting
235;16800154721;Journal of Hospitality and Tourism Research;journal;10963480, 15577554;1,428;Q1;93;145;212;11972;1647;203;8,03;82,57;49,07;1;42;United States;Northern America;SAGE Publications Inc.;1976-1981, 1983-1985, 1987-2025;"Education (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Social Sciences"
236;19088;Governance;journal;09521895, 14680491;1,426;Q1;99;78;176;4835;851;173;4,65;61,99;37,89;14;34;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1988-2025;"Marketing (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
237;16242;Journal of Law, Economics, and Organization;journal;14657341, 87566222;1,424;Q1;82;27;69;1533;125;69;1,86;56,78;17,19;7;8;United Kingdom;Western Europe;Oxford University Press;1985-2024;"Economics and Econometrics (Q1); Law (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
238;15700154705;Operations Management Research;journal;19369743, 19369735;1,424;Q1;48;103;210;8874;1980;209;10,18;86,16;23,56;0;60;United States;Northern America;Springer New York;2008-2025;"Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Engineering"
239;12056;Research in International Business and Finance;journal;2755319;1,415;Q1;86;386;663;26562;5818;663;8,64;68,81;36,24;3;210;Netherlands;Western Europe;Elsevier B.V.;2004-2025;"Business, Management and Accounting (miscellaneous) (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
240;15057;Electronic Commerce Research and Applications;journal;15674223;1,411;Q1;108;110;269;8175;2345;266;8,03;74,32;38,76;0;19;Netherlands;Western Europe;Elsevier B.V.;2002-2025;"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Management of Technology and Innovation (Q1); Marketing (Q1)";"Business, Management and Accounting; Computer Science"
241;20201;International Journal of Manpower;journal;1437720;1,411;Q1;79;132;215;8127;1781;211;8,59;61,57;49,71;0;83;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1970, 1980-2025;"Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)";Business, Management and Accounting
242;23013;Industry and Innovation;journal;13662716, 14698390;1,410;Q1;75;74;144;6137;849;140;5,59;82,93;39,01;4;50;United Kingdom;Western Europe;Routledge;1997-2025;"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1)";Business, Management and Accounting
243;19700169885;European Sport Management Quarterly;journal;1746031X, 16184742;1,407;Q1;57;93;171;6704;1137;167;6,67;72,09;37,10;3;25;United Kingdom;Western Europe;Routledge;2010-2025;"Sports Science (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Health Professions"
244;14453;Emerging Markets Review;journal;18736173, 15660141;1,404;Q1;75;98;226;6860;1547;225;5,54;70,00;32,52;5;56;Netherlands;Western Europe;Elsevier B.V.;2000-2025;"Business and International Management (Q1); Economics and Econometrics (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
245;17700155010;Australasian Marketing Journal;journal;14413582, 18393349;1,403;Q1;59;50;113;4394;815;101;4,88;87,88;38,46;0;10;Australia;Pacific Region;SAGE Publications Ltd;2003-2025;"Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
246;144961;European Journal of Innovation Management;journal;14601060;1,397;Q1;88;246;267;23172;2595;267;9,25;94,20;41,93;0;162;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1998-2025;Management of Technology and Innovation (Q1);Business, Management and Accounting
247;4700152638;Review of International Organizations;journal;1559744X, 15597431;1,385;Q1;54;62;103;5711;507;93;4,41;92,11;46,00;6;37;United States;Northern America;Springer New York;2006-2025;"Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
248;11400153332;Asia Pacific Journal of Human Resources;journal;10384111, 17447941;1,383;Q1;46;39;111;2910;764;111;6,30;74,62;44,07;0;13;United States;Northern America;Wiley-Blackwell;1966-1967, 1970, 1972-1974, 1976, 1978-1999, 2007-2025;Organizational Behavior and Human Resource Management (Q1);Business, Management and Accounting
249;19900193252;Journal of the American Taxation Association;journal;15588017, 01989073;1,382;Q1;33;12;37;786;91;36;2,19;65,50;48,15;0;7;United States;Northern America;American Accounting Association;2003, 2007, 2009-2024;"Accounting (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
250;7100153129;European Accounting Review;journal;09638180, 14684497;1,381;Q1;92;113;150;7958;788;149;4,22;70,42;29,47;1;27;United Kingdom;Western Europe;Routledge;1992-2025;"Accounting (Q1); Aerospace Engineering (Q1); Arts and Humanities (miscellaneous) (Q1); Automotive Engineering (Q1); Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Finance (Q1); History (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Engineering"
251;17743;British Journal of Industrial Relations;journal;14678543, 00071080;1,375;Q1;83;48;108;3163;357;108;3,03;65,90;33,33;10;28;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1963, 1965, 1967-1968, 1970-2025;"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1)";Business, Management and Accounting
252;21101092534;Data Science and Management;journal;26667649;1,370;Q1;21;35;69;1984;720;64;9,48;56,69;27,72;0;9;China;Asiatic Region;KeAi Communications Co.;2021-2025;"Artificial Intelligence (Q1); Computer Science Applications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
253;29806;International Journal of Accounting Information Systems;journal;14670895;1,367;Q1;70;36;65;3014;637;64;9,40;83,72;39,00;0;6;United States;Northern America;Elsevier Inc.;2000-2025;"Accounting (Q1); Finance (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
254;63777;Personnel Review;journal;483486;1,366;Q1;96;145;320;10875;2054;312;6,18;75,00;51,98;0;38;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1971-2025;"Applied Psychology (Q1); Industrial Relations (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology"
255;130049;Journal of Services Marketing;journal;8876045;1,364;Q1;130;82;220;7238;1301;209;5,95;88,27;48,22;0;23;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1987-2025;Marketing (Q1);Business, Management and Accounting
256;16544;Tourism Geographies;journal;14701340, 14616688;1,356;Q1;98;119;202;7398;1379;190;6,85;62,17;52,49;2;76;United Kingdom;Western Europe;Routledge;1999-2025;"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Social Sciences"
257;12300154722;International Journal of Tourism Research;journal;10992340, 15221970;1,355;Q1;90;194;192;15709;1636;190;8,81;80,97;44,47;1;92;United Kingdom;Western Europe;John Wiley and Sons Ltd;2008-2025;"Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q1); Tourism, Leisure and Hospitality Management (Q1); Transportation (Q1)";"Business, Management and Accounting; Environmental Science; Social Sciences"
258;144744;International Journal of Entrepreneurial Behaviour and Research;journal;13552554;1,354;Q1;101;154;346;14695;2499;337;6,80;95,42;43,17;0;77;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1995-2025;"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1)";Business, Management and Accounting
259;20662;Entrepreneurship and Regional Development;journal;14645114, 08985626;1,353;Q1;119;89;131;8355;764;126;4,48;93,88;42,98;3;30;United Kingdom;Western Europe;Routledge;1989-2025;"Business and International Management (Q1); Development (Q1); Economics and Econometrics (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
260;4700152631;International Entrepreneurship and Management Journal;journal;15547191;1,352;Q1;89;122;223;11325;1759;221;6,47;92,83;40,06;0;63;United States;Northern America;Springer New York;2006-2025;"Management Information Systems (Q1); Management of Technology and Innovation (Q1)";Business, Management and Accounting
261;21078;Journal of Sport Management;journal;1543270X, 08884773;1,352;Q1;89;37;135;2393;619;131;4,30;64,68;42,55;0;10;United States;Northern America;Human Kinetics Publishers Inc.;1996-2025;"Decision Sciences (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions; Medicine"
262;29139;Public Relations Review;journal;3638111;1,352;Q1;111;87;284;6798;1550;283;4,75;78,14;56,55;0;27;Netherlands;Western Europe;Elsevier B.V.;1975-2025;"Communication (Q1); Marketing (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Social Sciences"
263;26043;Economy and Society;journal;03085147, 14695766;1,343;Q1;103;33;92;2511;401;92;4,26;76,09;41,07;1;17;United Kingdom;Western Europe;Routledge;1972-2025;"Business and International Management (Q1); Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
