Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
981;145664;International Journal of Strategic Property Management;journal;1648715X, 16489179;0,341;Q3;41;30;94;1816;200;94;2,05;60,53;40,23;1;17;Lithuania;Eastern Europe;Vilnius Gediminas Technical University;2004-2024;Strategy and Management (Q3);Business, Management and Accounting
982;20060;Economics of Governance;journal;14356104, 14358131;0,340;Q3;32;16;55;760;78;52;0,97;47,50;17,24;0;7;Germany;Western Europe;Springer Verlag;2003-2025;"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
983;21101073716;Revista de Artes Marciales Asiaticas;journal;21740747;0,340;Q3;8;13;45;554;46;42;1,25;42,62;18,18;0;0;Spain;Western Europe;Universidad de Leon;2019-2025;"Anthropology (Q2); Social Sciences (miscellaneous) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Health Professions; Social Sciences"
984;21100943826;Journal of Transport and Supply Chain Management;journal;19955235, 23108789;0,338;Q3;10;31;86;1546;158;80;1,82;49,87;41,94;0;22;South Africa;Africa;AOSIS (Pty) Ltd;2018-2024;"Industrial and Manufacturing Engineering (Q2); Information Systems and Management (Q2); Management Information Systems (Q3); Management Science and Operations Research (Q3); Transportation (Q3)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
985;21100943520;Rutgers Business Review;journal;24742376, 24746509;0,338;Q3;9;21;73;708;68;69;0,81;33,71;24,44;0;6;United States;Northern America;Rutgers Business School;2016-2024;"Business and International Management (Q3); Strategy and Management (Q3)";Business, Management and Accounting
986;17600155208;Journal of South Asian Development;journal;09731741, 09731733;0,336;Q3;20;18;52;961;82;51;1,47;53,39;41,18;0;14;India;Asiatic Region;Sage Publications India Pvt. Ltd;2006-2007, 2009-2025;"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Business and International Management (Q3); Development (Q3)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
987;26918;Negotiation Journal;journal;15719979, 07484526;0,336;Q3;40;4;77;236;79;58;0,62;59,00;0,00;0;0;United Kingdom;Western Europe;;1985-2024;"Social Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
988;19700175280;IIMB Management Review;journal;9703896;0,335;Q3;38;33;103;1998;190;91;1,13;60,55;36,84;0;8;United Kingdom;Western Europe;Elsevier Ltd;2010-2025;"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
989;12755;International Journal of Clothing Science and Technology;journal;09556222, 17585953;0,335;Q3;45;83;175;3081;325;173;1,70;37,12;52,70;0;20;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;1989-2025;"Business, Management and Accounting (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3); Polymers and Plastics (Q3)";"Business, Management and Accounting; Materials Science"
990;21000195314;Journal of Construction in Developing Countries;journal;18236499, 21804222;0,335;Q3;30;38;76;2207;142;76;1,46;58,08;31,65;0;30;Malaysia;Asiatic Region;Universiti Sains Malaysia;2006-2024;"Architecture (Q1); Building and Construction (Q3); Civil and Structural Engineering (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Engineering"
991;21101057644;Journal of Corporate Accounting and Finance;journal;10970053, 10448136;0,335;Q3;24;106;167;5986;248;161;1,57;56,47;31,51;0;34;United States;Northern America;Wiley-Blackwell;1989-2025;"Economics, Econometrics and Finance (miscellaneous) (Q2); Accounting (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
992;21101212781;Management and Sustainability;journal;27529819, 27529827;0,332;Q3;8;47;27;3928;87;25;3,22;83,57;36,36;0;31;United Kingdom;Western Europe;Emerald Publishing;2022-2025;"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)";Business, Management and Accounting
993;7000153207;NanoEthics;journal;18714765, 18714757;0,332;Q3;36;12;65;853;108;56;1,50;71,08;22,73;1;2;Netherlands;Western Europe;Springer Netherlands;2007-2025;"Philosophy (Q1); History and Philosophy of Science (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Management of Technology and Innovation (Q3); Nanoscience and Nanotechnology (Q3)";"Arts and Humanities; Business, Management and Accounting; Materials Science; Social Sciences"
994;21100887414;China Journal of Accounting Studies;journal;21697213, 21697221;0,331;Q3;14;20;79;1202;91;79;0,89;60,10;46,15;0;9;United Kingdom;Western Europe;Taylor and Francis Ltd.;2013-2025;"Accounting (Q3); Business, Management and Accounting (miscellaneous) (Q3)";Business, Management and Accounting
995;21300;Health Marketing Quarterly;journal;15450864, 07359683;0,329;Q3;33;28;73;1529;121;69;1,73;54,61;49,38;0;11;United States;Northern America;Routledge;1983-2024;"Health Professions (miscellaneous) (Q2); Marketing (Q3)";"Business, Management and Accounting; Health Professions"
996;21100394266;International Journal of Agile Systems and Management;journal;17419174, 17419182;0,329;Q3;29;23;64;1831;121;64;1,69;79,61;27,94;0;7;Switzerland;Western Europe;Inderscience;2006-2009, 2011-2025;"Engineering (miscellaneous) (Q2); Multidisciplinary (Q2); Computer Science (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q3); Industrial and Manufacturing Engineering (Q3); Management Information Systems (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Multidisciplinary"
997;21100889433;International Journal of Evidence Based Coaching and Mentoring;journal;17418305;0,329;Q3;12;54;121;2768;178;113;1,09;51,26;61,63;0;6;United Kingdom;Western Europe;Oxford Brookes University;2018-2025;"Business, Management and Accounting (miscellaneous) (Q3); Education (Q3)";"Business, Management and Accounting; Social Sciences"
998;21101089505;Journal of Beta Investment Strategies;journal;27716511;0,328;Q3;8;33;93;524;55;78;0,66;15,88;19,40;0;1;United Kingdom;Western Europe;Portfolio Management Research;2022-2024;"Business and International Management (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
999;21100867420;Pakistan Journal of Commerce and Social Sciences;journal;19978553, 23098619;0,328;Q3;23;42;95;3057;220;95;1,70;72,79;26,96;0;25;Pakistan;Asiatic Region;Johar Education Society Pakistan;2018-2024;"Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1000;12100155428;Proceedings of Institution of Civil Engineers: Management, Procurement and Law;journal;17514312, 17514304;0,327;Q3;21;39;51;1490;56;40;1,08;38,21;27,55;0;21;United Kingdom;Western Europe;ICE Publishing;2008-2025;"Business, Management and Accounting (miscellaneous) (Q3); Civil and Structural Engineering (Q3); Safety, Risk, Reliability and Quality (Q3)";"Business, Management and Accounting; Engineering"
1001;23584;Journal of Real Estate Literature;journal;9277544;0,326;Q3;24;9;20;511;25;20;0,88;56,78;21,74;0;2;United Kingdom;Western Europe;Taylor and Francis Ltd.;2003-2024;"Economics, Econometrics and Finance (miscellaneous) (Q2); Urban Studies (Q2); Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1002;21101136421;Journal of the International Council for Small Business;journal;26437015, 26437023;0,326;Q3;12;67;103;2589;189;100;1,68;38,64;36,62;0;44;United Kingdom;Western Europe;Routledge;2020-2025;"Accounting (Q3); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3)";Business, Management and Accounting
1003;16902;Labour;journal;11217081, 14679914;0,326;Q3;41;20;60;1132;47;60;0,80;56,60;40,00;2;17;United Kingdom;Western Europe;John Wiley and Sons Inc;1987-2025;"History (Q1); Demography (Q2); Geography, Planning and Development (Q3); Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
1004;21101152766;NJAS: Impact in Agricultural and Life Sciences;journal;27685241;0,326;Q3;3;20;10;1423;17;9;1,70;71,15;40,43;0;15;United Kingdom;Western Europe;Taylor and Francis Ltd.;2023-2025;"Agricultural and Biological Sciences (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Pollution (Q3); Water Science and Technology (Q3); Global and Planetary Change (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Environmental Science"
1005;23452;Voprosy Ekonomiki;journal;428736;0,326;Q3;22;88;271;3650;256;269;0,95;41,48;44,74;0;48;Russian Federation;Eastern Europe;Voprosy Ekonomiki;1978-1982, 1984-1985, 1996, 1998, 2003-2025;"History (Q1); Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
1006;21100211736;Tourism Analysis;journal;10835423, 19433999;0,324;Q3;49;34;113;2504;216;113;2,01;73,65;32,98;0;24;United States;Northern America;Cognizant Communication Corporation;2001-2024;Tourism, Leisure and Hospitality Management (Q3);Business, Management and Accounting
1007;21101071183;Journal of Entrepreneurship and Innovation in Emerging Economies;journal;23939575, 23949945;0,323;Q3;14;30;52;1281;89;42;1,29;42,70;60,47;0;17;Singapore;Asiatic Region;Sage Publications India Pvt. Ltd;2015-2025;"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1008;18877;Monthly Labor Review;journal;19374658, 00981818;0,323;Q3;62;0;32;0;23;24;0,00;0,00;0,00;0;0;United States;Northern America;US Bureau of Labor Statistics;1945-1949, 1978-1988, 1990-2021;"Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)";Business, Management and Accounting
1009;19600157006;BAR - Brazilian Administration Review;journal;18077692;0,322;Q3;23;26;79;1770;127;74;1,17;68,08;38,78;0;8;Brazil;Latin America;ANPAD - Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao;2009-2025;Strategy and Management (Q3);Business, Management and Accounting
1010;21100894851;International Journal of Supply and Operations Management;journal;23831359, 23832525;0,322;Q3;14;28;84;1309;164;84;1,96;46,75;32,89;0;12;Iran;Middle East;Kharazmi University;2018-2025;"Civil and Structural Engineering (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q3); Transportation (Q3)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
1011;5600156484;Tourism and Hospitality Management;journal;13307533, 18473377;0,322;Q3;25;46;128;3031;261;122;2,01;65,89;40,00;0;23;Croatia;Eastern Europe;University of Rijeka;2013-2025;"Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Social Sciences"
1012;19500157310;Investment Analysts Journal;journal;20770227, 10293523;0,321;Q3;22;42;59;2180;112;58;2,29;51,90;26,73;0;17;United Kingdom;Western Europe;Taylor and Francis Ltd.;1972-2025;"Accounting (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1013;21100220389;Geographica Pannonica;journal;03548724, 18207138;0,320;Q3;21;22;80;1199;115;80;1,21;54,50;45,12;0;15;Serbia;Eastern Europe;University of Novi Sad;2010, 2012-2024;"Atmospheric Science (Q3); Earth-Surface Processes (Q3); Geography, Planning and Development (Q3); Geology (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
1014;18000156701;International Journal of Pharmaceutical and Healthcare Marketing;journal;17506123;0,320;Q3;31;50;93;3906;171;93;1,83;78,12;34,65;0;16;United Kingdom;Western Europe;Emerald Group Publishing Ltd.;2007-2025;"Health Policy (Q3); Marketing (Q3)";"Business, Management and Accounting; Medicine"
1015;19700175212;Revista Espanola de Financiacion y Contabilidad;journal;02102412, 23320753;0,320;Q3;24;27;62;1886;115;60;2,21;69,85;41,77;1;13;United Kingdom;Western Europe;Taylor and Francis Ltd.;1996-2025;"Accounting (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1016;21101043575;Tec Empresarial;journal;16592395, 16593359;0,319;Q3;9;18;40;1265;87;40;2,77;70,28;40,82;0;10;Costa Rica;Latin America;Business School, Instituto Tecnologico de Costa Rica;2019-2025;"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Strategy and Management (Q3)";Business, Management and Accounting
1017;1000147123;Business: Theory and Practice;journal;16480627, 18224202;0,318;Q3;31;53;152;3341;386;152;2,45;63,04;53,47;0;24;Lithuania;Eastern Europe;Vilnius Gediminas Technical University;2005-2025;"Civil and Structural Engineering (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Engineering"
1018;17200154705;European Journal of International Management;journal;17516757, 17516765;0,318;Q3;37;77;202;6863;269;202;0,99;89,13;43,61;0;35;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2007-2025;"Business and International Management (Q3); Education (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Social Sciences"
1019;17700156766;Journal of Revenue and Pricing Management;journal;14766930, 1477657X;0,318;Q3;32;70;167;2473;272;148;1,39;35,33;26,12;0;10;United Kingdom;Western Europe;Palgrave Macmillan Ltd.;2004, 2009-2025;"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1020;21100886539;Tourism Review International;journal;15442721, 19434421;0,318;Q3;19;21;67;1679;127;67;1,63;79,95;54,55;0;8;United States;Northern America;Cognizant Communication Corporation;2016-2024;Tourism, Leisure and Hospitality Management (Q3);Business, Management and Accounting
1021;28852;Nursing Management;journal;15388670, 07446314;0,317;Q3;28;122;373;1433;246;270;0,67;11,75;85,84;1;3;United States;Northern America;Lippincott Williams and Wilkins;1970-2025;"Leadership and Management (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Nursing"
1022;20247;Journal of Labor Research;journal;01953613, 19364768;0,316;Q3;41;18;37;766;52;37;1,13;42,56;31,71;0;15;United States;Northern America;Springer New York;1980-2025;"Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)";Business, Management and Accounting
1023;4700152760;Latin American Business Review;journal;10978526, 15286932;0,316;Q3;18;11;48;708;65;47;0,94;64,36;41,38;0;6;United Kingdom;Western Europe;Taylor and Francis Ltd.;1998, 2000-2025;"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3)";Business, Management and Accounting
1024;21101021142;Journal of Sport for Development;journal;23300574;0,313;Q3;9;0;31;0;47;28;1,46;0,00;0,00;0;0;United States;Northern America;Journal of Sport for Development;2019-2023;"Sociology and Political Science (Q2); Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Social Sciences"
1025;21100892782;Journal of Payments Strategy and Systems;journal;17501806, 17501814;0,312;Q3;9;36;109;839;87;97;0,51;23,31;27,45;0;20;United Kingdom;Western Europe;Henry Stewart Publications;2018-2024;"Accounting (Q3); Information Systems (Q3); Information Systems and Management (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
1026;21100893575;Asian Journal of Business Research;journal;24634522, 11788933;0,311;Q3;15;24;66;1592;126;63;1,82;66,33;41,94;0;8;New Zealand;Pacific Region;Asia Business Research Corporation;2018-2024;"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
1027;21100423723;International Journal of Electronic Business;journal;14706067, 17415063;0,311;Q3;15;17;66;898;127;66;1,98;52,82;40,00;0;3;Switzerland;Western Europe;Inderscience;2009, 2014-2025;"Business, Management and Accounting (miscellaneous) (Q3); Computer Science Applications (Q3)";"Business, Management and Accounting; Computer Science"
1028;21100334848;Management and Marketing;journal;20698887, 18420206;0,311;Q3;27;32;87;2000;185;87;1,83;62,50;49,50;0;14;Romania;Eastern Europe;;2014-2024;Business, Management and Accounting (miscellaneous) (Q3);Business, Management and Accounting
1029;21100896466;International Journal of Service Science, Management, Engineering, and Technology;journal;19479603, 1947959X;0,310;Q3;21;12;117;1002;348;117;3,25;83,50;27,50;0;1;United States;Northern America;IGI Global Publishing;2014-2015, 2017-2024;"Multidisciplinary (Q2); Business, Management and Accounting (miscellaneous) (Q3); Computer Science (miscellaneous) (Q3); Engineering (miscellaneous) (Q3)";"Business, Management and Accounting; Computer Science; Engineering; Multidisciplinary"
1030;21101152758;Journal of Information Systems Engineering and Business Intelligence;journal;25986333, 24432555;0,310;Q3;6;30;23;1684;74;23;3,22;56,13;41,33;0;13;Indonesia;Asiatic Region;Airlangga University;2023-2024;"Computer Science (miscellaneous) (Q3); Information Systems (Q3); Information Systems and Management (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
1031;21100326278;Polish Journal of Management Studies;journal;20817452;0,310;Q3;36;82;311;3996;591;311;1,71;48,73;38,65;0;40;Poland;Eastern Europe;Czestochowa University of Technology;2010-2024;"Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)";Business, Management and Accounting
1032;21100913325;Logforum;journal;1734459X, 18952038;0,309;Q3;17;37;124;1620;233;124;1,36;43,78;32,04;0;23;Poland;Eastern Europe;Poznan School of Logistics;2019-2024;"Information Systems and Management (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q3)";"Business, Management and Accounting; Decision Sciences"
1033;21100464314;International Journal of Construction Supply Chain Management;journal;11790776;0,308;Q3;11;6;48;323;117;48;2,47;53,83;20,00;0;2;New Zealand;Pacific Region;Massey University;2015-2024;"Building and Construction (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Decision Sciences; Engineering"
1034;19700166619;Journal of Neuroscience, Psychology, and Economics;journal;1937321X, 2151318X;0,308;Q3;31;10;47;685;63;47;1,31;68,50;51,61;0;4;United States;Northern America;American Psychological Association;2008-2024;"Economics, Econometrics and Finance (miscellaneous) (Q2); Applied Psychology (Q3); Business, Management and Accounting (miscellaneous) (Q3); Neuropsychology and Physiological Psychology (Q3); Behavioral Neuroscience (Q4); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Neuroscience; Psychology"
1035;19300157111;Revista Brasileira de Gestao de Negocios;journal;19830807, 18064892;0,307;Q3;21;27;110;1811;171;110;1,11;67,07;40,63;0;9;Brazil;Latin America;Fundacao Escola de Comercio Alvares Penteado;2004-2024;"Business and International Management (Q3); Industrial Relations (Q3); Strategy and Management (Q3)";Business, Management and Accounting
1036;16523;Tourism;journal;18491545, 13327461;0,305;Q3;33;49;146;2548;280;144;1,90;52,00;48,72;0;26;Croatia;Eastern Europe;Institute for Tourism;2002-2024;"Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Social Sciences"
1037;19400158510;Logistics Research;journal;18650368, 1865035X;0,304;Q3;30;8;28;670;50;28;1,36;83,75;21,43;0;1;Germany;Western Europe;Bundesvereinigung Logistik (BVL);2009-2024;"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Management Information Systems (Q3); Management Science and Operations Research (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
1038;19700175100;American Health and Drug Benefits;journal;19422962, 19422970;0,303;Q3;39;5;34;67;41;20;0,78;13,40;0,00;0;3;United States;Northern America;Engage Healthcare Communications, Inc.;2009-2024;"Health Policy (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Medicine"
1039;21100871796;Central European Business Review;journal;18054854, 18054862;0,303;Q3;15;30;91;2125;162;91;1,52;70,83;56,45;0;16;Czech Republic;Eastern Europe;Prague University of Economics and Business;2017-2024;"Business and International Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)";Business, Management and Accounting
1040;21100220151;Quality Innovation Prosperity;journal;1338984X, 13351745;0,303;Q3;23;31;73;1311;171;73;1,86;42,29;32,56;0;15;Slovakia;Eastern Europe;Technical University of Kosice;2012-2024;"Management of Technology and Innovation (Q3); Strategy and Management (Q3)";Business, Management and Accounting
1041;21101170609;Complex Systems Informatics and Modeling Quarterly;journal;22559922;0,301;Q3;11;22;59;950;107;52;1,51;43,18;25,45;0;3;Latvia;Eastern Europe;Riga Technical University;2019-2024;"Artificial Intelligence (Q3); Business, Management and Accounting (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Information Systems (Q3)";"Business, Management and Accounting; Computer Science; Engineering"
1042;17300154913;Performance Improvement Quarterly;journal;19378327, 08985952;0,301;Q3;27;0;37;0;77;29;3,64;0,00;0,00;0;0;United States;Northern America;International Society for Performance Improvement;1988-1995, 2009-2022;"Education (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Social Sciences"
1043;8000153105;International Journal of Environment and Health;journal;17434963, 17434955;0,300;Q3;18;5;9;355;12;9;2,50;71,00;60,00;0;3;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2007-2021, 2023-2024;"Business, Management and Accounting (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)";"Business, Management and Accounting; Environmental Science; Medicine"
1044;21101052348;Journal of Hospital Management and Health Policy;journal;25232533;0,300;Q3;8;27;106;1251;115;88;0,81;46,33;37,84;0;17;Hong Kong;Asiatic Region;AME Publishing Company;2019, 2021-2024;"Health Information Management (Q3); Health Policy (Q3); Leadership and Management (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Health Professions; Medicine; Nursing"
1045;5400152710;E a M: Ekonomie a Management;journal;12123609;0,299;Q3;28;52;144;2981;234;143;1,51;57,33;48,13;3;34;Czech Republic;Eastern Europe;Technical University of Liberec;2007-2024;"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1046;21101026934;Economics and Business Review;journal;23921641, 24500097;0,299;Q3;11;33;89;1946;144;80;1,92;58,97;43,66;0;20;Poland;Eastern Europe;Walter de Gruyter GmbH;2019-2024;"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1047;21100843529;Business Systems Research;journal;18479375;0,298;Q3;17;23;83;1006;154;83;1,66;43,74;40,35;0;13;Germany;Western Europe;Walter de Gruyter GmbH;2017-2024;"Economics, Econometrics and Finance (miscellaneous) (Q2); Information Systems (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance"
1048;21100872779;Management Systems in Production Engineering;journal;22990461, 24505781;0,298;Q3;19;56;140;2827;324;140;2,30;50,48;34,00;0;30;Germany;Western Europe;Sciendo;2018-2024;"Industrial and Manufacturing Engineering (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Engineering"
1049;21101162553;Foundations and Trends in Information Systems;journal;2331124X, 23311231;0,297;Q3;4;5;9;933;13;9;1,50;186,60;50,00;0;1;United States;Northern America;Now Publishers Inc;2019-2024;"Information Systems (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Computer Science"
1050;21100286463;Geojournal of Tourism and Geosites;journal;20651198, 20650817;0,296;Q3;29;207;576;11460;1099;576;1,88;55,36;41,58;0;142;Romania;Eastern Europe;Editura Universitatii din Oradea;2013-2025;"Conservation (Q1); Cultural Studies (Q1); Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Earth and Planetary Sciences; Social Sciences"
1051;6200180167;International Journal of Technology Intelligence and Planning;journal;17402832, 17402840;0,296;Q3;19;5;8;363;18;8;2,00;72,60;38,46;0;3;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2004-2022, 2024;"Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Decision Sciences"
1052;145201;Journal of Industry, Competition and Trade;journal;15661679;0,296;Q3;32;24;63;961;63;63;0,89;40,04;29,17;6;16;Netherlands;Western Europe;Kluwer Academic Publishers;2004-2025;"Economics and Econometrics (Q3); Industrial Relations (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1053;16955;Labour History;journal;236942;0,296;Q3;17;22;66;1943;33;58;0,24;88,32;45,83;1;4;Australia;Pacific Region;Liverpool University Press;1963-1964, 1966-1973, 1975-1977, 1980-2024;"History (Q1); Sociology and Political Science (Q2); Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
1054;21101064804;European Journal of Family Business;journal;2444877X, 24448788;0,295;Q3;16;16;51;1257;84;49;1,59;78,56;51,02;0;5;Spain;Western Europe;Universidad de Malaga;2016-2024;"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Economics and Econometrics (Q3); Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1055;4700152637;Journal of Economic Interaction and Coordination;journal;1860711X, 18607128;0,295;Q3;28;42;102;2329;111;99;1,14;55,45;31,52;0;16;Germany;Western Europe;Springer Verlag;2006-2025;"Business and International Management (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1056;21100889417;Advances in Hospitality and Tourism Research;journal;21479100;0,294;Q3;13;16;72;1300;145;72;1,40;81,25;38,24;0;3;Turkey;Middle East;Akdeniz University Publishing House;2018-2024;"Development (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Social Sciences"
1057;21100899617;Canadian Journal of Learning and Technology;journal;14996685;0,294;Q3;11;21;91;948;103;78;0,91;45,14;54,55;0;5;Canada;Northern America;Canadian Network for Innovation in Education;2018-2024;"Computer Science Applications (Q3); Education (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
1058;88934;Journal of Cases on Information Technology;journal;15487717, 15487725;0,294;Q3;22;38;86;1338;174;86;1,27;35,21;48,65;0;10;United States;Northern America;IGI Publishing;2005-2025;"Computer Science Applications (Q3); Information Systems (Q3); Information Systems and Management (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
1059;21100787535;Organizations and Markets in Emerging Economies;journal;23450037, 20294581;0,294;Q3;12;18;84;1213;136;84;1,32;67,39;45,95;0;6;Lithuania;Eastern Europe;Vilnius University Press;2016-2024;"Business and International Management (Q3); Development (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1060;21101053537;Journal of Innovation Management;journal;21830606;0,293;Q3;25;37;71;2377;139;70;1,19;64,24;37,61;0;26;Portugal;Western Europe;Universidade do Porto - Faculdade de Engenharia;2013-2024;"Engineering (miscellaneous) (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Engineering"
